Verb_from_#e      	PoS_from_#e       	Rukai_gloss                 	Eng_gloss
watch             	VB                	dre-drela                   	RED-watch
watch             	VB                	sia-<va>-vava               	<RED>-watch
watch             	VB                	sia-va-vava                 	<RED>-watch
waver             	VB                	ngi-a-vele-vele             	REFL-RLS-RED-waver
weak              	JJ                	ta-turamuru-ane             	LOC-weak-NMLZ
wear              	JJ,VB,VBP         	chuan                       	wear
wear              	JJ,VB,VBP         	chuanzhe                    	wear
wear              	JJ,VB,VBP         	chuanzhuo                   	wear
wear              	JJ,VB,VBP         	si-a-va-vava                	wear-RLS-RED-toy
wear              	JJ,VB,VBP         	si-laimay                   	wear-cloth
wear              	JJ,VB,VBP         	sia-va-vava                 	wear-RED-toy
wear              	JJ,VB,VBP         	sia-va-vava.\               	wear-RED-toy
wear              	JJ,VB,VBP         	ta-si-lai-may-may-ane,\     	NMLZ-wear-cloth-RED-cloth-NMLZ
wedding           	VBG               	jiehun                      	wedding
wedding           	VBG               	karudrarudrang=ta           	wedding=1P(IN).BG
wedding           	VBG               	karudrarudrange             	wedding
whistle           	VB                	puatupipi                   	whistle
wonderful         	JJ                	mati-a-dadalame             	very-RLS-wonderful
work              	VB,VBP            	a-ung-ane                   	NMLZ-work-NMLZ
work              	VB,VBP            	a-unga-ne                   	NMLZ-work-NMLZ
work              	VB,VBP            	aungane                     	work
work              	VB,VBP            	aungane=ta,\                	work=1P(IN).BG
work              	VB,VBP            	aungu                       	work
work              	VB,VBP            	kauaungu                    	work
work              	VB,VBP            	kaungu                      	work
work              	VB,VBP            	kawaungu                    	work
work              	VB,VBP            	lri-tuatumane=su            	FUT-work=2S.BN
work              	VB,VBP            	lu-kaungu=su,\              	if-work=2S.BN
work              	VB,VBP            	maungu.\                    	work
work              	VB,VBP            	ngi-tuatumane               	manner-work
work              	VB,VBP            	sa-tuatumane                	SA-work
work              	VB,VBP            	si                          	work
work              	VB,VBP            	ta-kau-aua-ngu-ane=ini.\    	NMLZ-work-RED-work-NMLZ=3S.BG
wrong             	JJ                	ngi-akalrimadu-ma==du       	self-wrong-RED
wrong             	JJ                	ngi-akalrimadu-madu         	REFL-wrong-RED
wrong             	JJ                	ngi-akalrimadu-madu-madu    	REFL-wrong-RED-RED
yell              	VB                	dau-dau-dau                 	RED-RED-yell
yell              	VB                	rea-reale                   	RED-yell
yell              	VB                	tautau,/                    	yell
yell              	VB                	tautautau                   	yell
yell              	VB                	w-a-tau-tautau.\            	ACT-RLS-RED-yell
yell              	VB                	w-a-tautau.\                	ACT-RLS-yell
young             	JJ                	i-a-cenge-cenge             	LOC-REAL-RED-young
